text,label,tokens
it's made with deftly unsettling genre flair .,1,"['it', 'made', 'with', 'deftly', 'unsettling', 'genre', 'flair']"
"it just may inspire a few younger moviegoers to read stevenson's book , which is a treasure in and of itself .",1,"['it', 'just', 'may', 'inspire', 'few', 'younger', 'moviegoers', 'to', 'read', 'stevenson', 'book', 'which', 'is', 'treasure', 'in', 'and', 'of', 'itself']"
funny but perilously slight .,1,"['funny', 'but', 'perilously', 'slight']"
overall very good for what it's trying to do .,1,"['overall', 'very', 'good', 'for', 'what', 'it', 'trying', 'to', 'do']"
forgettable horror -- more gory than psychological -- with a highly satisfying quotient of friday-night excitement and milla power .,1,"['forgettable', 'horror', 'more', 'gory', 'than', 'psychological', 'with', 'highly', 'satisfying', 'quotient', 'of', 'friday', 'night', 'excitement', 'and', 'milla', 'power']"
"ramsay , as in ratcatcher , remains a filmmaker with an acid viewpoint and a real gift for teasing chilly poetry out of lives and settings that might otherwise seem drab and sordid .",1,"['ramsay', 'as', 'in', 'ratcatcher', 'remains', 'filmmaker', 'with', 'an', 'acid', 'viewpoint', 'and', 'real', 'gift', 'for', 'teasing', 'chilly', 'poetry', 'out', 'of', 'lives', 'and', 'settings', 'that', 'might', 'otherwise', 'seem', 'drab', 'and', 'sordid']"
"it may seem long at 110 minutes if you're not a fan , because it includes segments of 12 songs at a reunion concert .",1,"['it', 'may', 'seem', 'long', 'at', 'minutes', 'if', 'you', 're', 'not', 'fan', 'because', 'it', 'includes', 'segments', 'of', 'songs', 'at', 'reunion', 'concert']"
"a lean , deftly shot , well-acted , weirdly retro thriller that recalls a raft of '60s and '70s european-set spy pictures .",1,"['lean', 'deftly', 'shot', 'well', 'acted', 'weirdly', 'retro', 'thriller', 'that', 'recalls', 'raft', 'of', 'and', 'european', 'set', 'spy', 'pictures']"
"it proves quite compelling as an intense , brooding character study .",1,"['it', 'proves', 'quite', 'compelling', 'as', 'an', 'intense', 'brooding', 'character', 'study']"
the son's room is a triumph of gentility that earns its moments of pathos .,1,"['the', 'son', 'room', 'is', 'triumph', 'of', 'gentility', 'that', 'earns', 'its', 'moments', 'of', 'pathos']"
"morton uses her face and her body language to bring us morvern's soul , even though the character is almost completely deadpan .",1,"['morton', 'uses', 'her', 'face', 'and', 'her', 'body', 'language', 'to', 'bring', 'us', 'morvern', 'soul', 'even', 'though', 'the', 'character', 'is', 'almost', 'completely', 'deadpan']"
"the film may appear naked in its narrative form . . . but it goes deeper than that , to fundamental choices that include the complexity of the catholic doctrine",1,"['the', 'film', 'may', 'appear', 'naked', 'in', 'its', 'narrative', 'form', 'but', 'it', 'goes', 'deeper', 'than', 'that', 'to', 'fundamental', 'choices', 'that', 'include', 'the', 'complexity', 'of', 'the', 'catholic', 'doctrine']"
a superbly acted and funny/gritty fable of the humanizing of one woman at the hands of the unseen forces of fate .,1,"['superbly', 'acted', 'and', 'funny', 'gritty', 'fable', 'of', 'the', 'humanizing', 'of', 'one', 'woman', 'at', 'the', 'hands', 'of', 'the', 'unseen', 'forces', 'of', 'fate']"
one of the smartest takes on singles culture i've seen in a long time .,1,"['one', 'of', 'the', 'smartest', 'takes', 'on', 'singles', 'culture', 've', 'seen', 'in', 'long', 'time']"
"there is a fabric of complex ideas here , and feelings that profoundly deepen them .",1,"['there', 'is', 'fabric', 'of', 'complex', 'ideas', 'here', 'and', 'feelings', 'that', 'profoundly', 'deepen', 'them']"
cq's reflection of artists and the love of cinema-and-self suggests nothing less than a new voice that deserves to be considered as a possible successor to the best european directors .,1,"['cq', 'reflection', 'of', 'artists', 'and', 'the', 'love', 'of', 'cinema', 'and', 'self', 'suggests', 'nothing', 'less', 'than', 'new', 'voice', 'that', 'deserves', 'to', 'be', 'considered', 'as', 'possible', 'successor', 'to', 'the', 'best', 'european', 'directors']"
the emotions are raw and will strike a nerve with anyone who's ever had family trauma .,1,"['the', 'emotions', 'are', 'raw', 'and', 'will', 'strike', 'nerve', 'with', 'anyone', 'who', 'ever', 'had', 'family', 'trauma']"
"holy mad maniac in a mask , splat-man ! good old-fashioned slash-and-hack is back !",1,"['holy', 'mad', 'maniac', 'in', 'mask', 'splat', 'man', 'good', 'old', 'fashioned', 'slash', 'and', 'hack', 'is', 'back']"
as unseemly as its title suggests .,1,"['as', 'unseemly', 'as', 'its', 'title', 'suggests']"
"by the end of the movie , you're definitely convinced that these women are spectacular .",1,"['by', 'the', 'end', 'of', 'the', 'movie', 'you', 're', 'definitely', 'convinced', 'that', 'these', 'women', 'are', 'spectacular']"
"the french are rather good at this kind of thing , unlike the americans , who have a passion for musketeers , only to spoof them .",1,"['the', 'french', 'are', 'rather', 'good', 'at', 'this', 'kind', 'of', 'thing', 'unlike', 'the', 'americans', 'who', 'have', 'passion', 'for', 'musketeers', 'only', 'to', 'spoof', 'them']"
the fly-on-the-wall method used to document rural french school life is a refreshing departure from the now more prevalent technique of the docu-makers being a visible part of their work .,1,"['the', 'fly', 'on', 'the', 'wall', 'method', 'used', 'to', 'document', 'rural', 'french', 'school', 'life', 'is', 'refreshing', 'departure', 'from', 'the', 'now', 'more', 'prevalent', 'technique', 'of', 'the', 'docu', 'makers', 'being', 'visible', 'part', 'of', 'their', 'work']"
it's an offbeat treat that pokes fun at the democratic exercise while also examining its significance for those who take part .,1,"['it', 'an', 'offbeat', 'treat', 'that', 'pokes', 'fun', 'at', 'the', 'democratic', 'exercise', 'while', 'also', 'examining', 'its', 'significance', 'for', 'those', 'who', 'take', 'part']"
allows us to hope that nolan is poised to embark a major career as a commercial yet inventive filmmaker .,1,"['allows', 'us', 'to', 'hope', 'that', 'nolan', 'is', 'poised', 'to', 'embark', 'major', 'career', 'as', 'commercial', 'yet', 'inventive', 'filmmaker']"
"maneuvers skillfully through the plot's hot brine -- until it's undone by the sogginess of its contemporary characters , and actors .",1,"['maneuvers', 'skillfully', 'through', 'the', 'plot', 'hot', 'brine', 'until', 'it', 'undone', 'by', 'the', 'sogginess', 'of', 'its', 'contemporary', 'characters', 'and', 'actors']"
"it has the ability to offend and put off everyone , but it holds you with its outrageousness .",1,"['it', 'has', 'the', 'ability', 'to', 'offend', 'and', 'put', 'off', 'everyone', 'but', 'it', 'holds', 'you', 'with', 'its', 'outrageousness']"
"anchored by friel and williams's exceptional performances , the film's power lies in its complexity . nothing is black and white .",1,"['anchored', 'by', 'friel', 'and', 'williams', 'exceptional', 'performances', 'the', 'film', 'power', 'lies', 'in', 'its', 'complexity', 'nothing', 'is', 'black', 'and', 'white']"
it's a charming and often affecting journey .,1,"['it', 'charming', 'and', 'often', 'affecting', 'journey']"
psychologically savvy .,1,"['psychologically', 'savvy']"
no screen fantasy-adventure in recent memory has the showmanship of clones' last 45 minutes .,1,"['no', 'screen', 'fantasy', 'adventure', 'in', 'recent', 'memory', 'has', 'the', 'showmanship', 'of', 'clones', 'last', 'minutes']"
"a poignant and compelling story about relationships , food of love takes us on a bumpy but satisfying journey of the heart .",1,"['poignant', 'and', 'compelling', 'story', 'about', 'relationships', 'food', 'of', 'love', 'takes', 'us', 'on', 'bumpy', 'but', 'satisfying', 'journey', 'of', 'the', 'heart']"
"birot creates a drama with such a well-defined sense of place and age -- as in , 15 years old -- that the torments and angst become almost as operatic to us as they are to her characters .",1,"['birot', 'creates', 'drama', 'with', 'such', 'well', 'defined', 'sense', 'of', 'place', 'and', 'age', 'as', 'in', 'years', 'old', 'that', 'the', 'torments', 'and', 'angst', 'become', 'almost', 'as', 'operatic', 'to', 'us', 'as', 'they', 'are', 'to', 'her', 'characters']"
the chateau cleverly probes the cross-cultural differences between gauls and yanks .,1,"['the', 'chateau', 'cleverly', 'probes', 'the', 'cross', 'cultural', 'differences', 'between', 'gauls', 'and', 'yanks']"
not since tom cruise in risky business has an actor made such a strong impression in his underwear .,1,"['not', 'since', 'tom', 'cruise', 'in', 'risky', 'business', 'has', 'an', 'actor', 'made', 'such', 'strong', 'impression', 'in', 'his', 'underwear']"
"aside from minor tinkering , this is the same movie you probably loved in 1994 , except that it looks even better .",1,"['aside', 'from', 'minor', 'tinkering', 'this', 'is', 'the', 'same', 'movie', 'you', 'probably', 'loved', 'in', 'except', 'that', 'it', 'looks', 'even', 'better']"
uses high comedy to evoke surprising poignance .,1,"['uses', 'high', 'comedy', 'to', 'evoke', 'surprising', 'poignance']"
it confirms fincher's status as a film maker who artfully bends technical know-how to the service of psychological insight .,1,"['it', 'confirms', 'fincher', 'status', 'as', 'film', 'maker', 'who', 'artfully', 'bends', 'technical', 'know', 'how', 'to', 'the', 'service', 'of', 'psychological', 'insight']"
"vera's three actors -- mollà , gil and bardem -- excel in insightful , empathetic performances .",1,"['vera', 'three', 'actors', 'mollà', 'gil', 'and', 'bardem', 'excel', 'in', 'insightful', 'empathetic', 'performances']"
a marvel like none you've seen .,1,"['marvel', 'like', 'none', 'you', 've', 'seen']"
"with tightly organized efficiency , numerous flashbacks and a constant edge of tension , miller's film is one of 2002's involvingly adult surprises .",1,"['with', 'tightly', 'organized', 'efficiency', 'numerous', 'flashbacks', 'and', 'constant', 'edge', 'of', 'tension', 'miller', 'film', 'is', 'one', 'of', 'involvingly', 'adult', 'surprises']"
"mr . tsai is a very original artist in his medium , and what time is it there ? should be seen at the very least for its spasms of absurdist humor .",1,"['mr', 'tsai', 'is', 'very', 'original', 'artist', 'in', 'his', 'medium', 'and', 'what', 'time', 'is', 'it', 'there', 'should', 'be', 'seen', 'at', 'the', 'very', 'least', 'for', 'its', 'spasms', 'of', 'absurdist', 'humor']"
writer/director mark romanek spotlights the underlying caste system in america . it's a scathing portrayal .,1,"['writer', 'director', 'mark', 'romanek', 'spotlights', 'the', 'underlying', 'caste', 'system', 'in', 'america', 'it', 'scathing', 'portrayal']"
"this is a good script , good dialogue , funny even for adults . the characters are interesting and often very creatively constructed from figure to backstory . the film will play equally well on both the standard and giant screens .",1,"['this', 'is', 'good', 'script', 'good', 'dialogue', 'funny', 'even', 'for', 'adults', 'the', 'characters', 'are', 'interesting', 'and', 'often', 'very', 'creatively', 'constructed', 'from', 'figure', 'to', 'backstory', 'the', 'film', 'will', 'play', 'equally', 'well', 'on', 'both', 'the', 'standard', 'and', 'giant', 'screens']"
"moody , heartbreaking , and filmed in a natural , unforced style that makes its characters seem entirely convincing even when its script is not .",1,"['moody', 'heartbreaking', 'and', 'filmed', 'in', 'natural', 'unforced', 'style', 'that', 'makes', 'its', 'characters', 'seem', 'entirely', 'convincing', 'even', 'when', 'its', 'script', 'is', 'not']"
"not a film to rival to live , but a fine little amuse-bouche to keep your appetite whetted .",1,"['not', 'film', 'to', 'rival', 'to', 'live', 'but', 'fine', 'little', 'amuse', 'bouche', 'to', 'keep', 'your', 'appetite', 'whetted']"
true tale of courage -- and complicity -- at auschwitz is a harrowing drama that tries to tell of the unspeakable .,1,"['true', 'tale', 'of', 'courage', 'and', 'complicity', 'at', 'auschwitz', 'is', 'harrowing', 'drama', 'that', 'tries', 'to', 'tell', 'of', 'the', 'unspeakable']"
"gives you the steady pulse of life in a beautiful city viewed through the eyes of a character who , in spite of tragic loss and increasing decrepitude , knows in his bones that he is one of the luckiest men alive .",1,"['gives', 'you', 'the', 'steady', 'pulse', 'of', 'life', 'in', 'beautiful', 'city', 'viewed', 'through', 'the', 'eyes', 'of', 'character', 'who', 'in', 'spite', 'of', 'tragic', 'loss', 'and', 'increasing', 'decrepitude', 'knows', 'in', 'his', 'bones', 'that', 'he', 'is', 'one', 'of', 'the', 'luckiest', 'men', 'alive']"
"macdowell , whose wifty southern charm has anchored lighter affairs . . . brings an absolutely riveting conviction to her role .",1,"['macdowell', 'whose', 'wifty', 'southern', 'charm', 'has', 'anchored', 'lighter', 'affairs', 'brings', 'an', 'absolutely', 'riveting', 'conviction', 'to', 'her', 'role']"
"what time is it there ? is not easy . it haunts you , you can't forget it , you admire its conception and are able to resolve some of the confusions you had while watching it .",1,"['what', 'time', 'is', 'it', 'there', 'is', 'not', 'easy', 'it', 'haunts', 'you', 'you', 'can', 'forget', 'it', 'you', 'admire', 'its', 'conception', 'and', 'are', 'able', 'to', 'resolve', 'some', 'of', 'the', 'confusions', 'you', 'had', 'while', 'watching', 'it']"
"if you are an actor who can relate to the search for inner peace by dramatically depicting the lives of others onstage , then esther's story is a compelling quest for truth .",1,"['if', 'you', 'are', 'an', 'actor', 'who', 'can', 'relate', 'to', 'the', 'search', 'for', 'inner', 'peace', 'by', 'dramatically', 'depicting', 'the', 'lives', 'of', 'others', 'onstage', 'then', 'esther', 'story', 'is', 'compelling', 'quest', 'for', 'truth']"
"although the level of the comedy declines as the movie proceeds , there's no denying the fun of watching de niro and crystal having fun .",1,"['although', 'the', 'level', 'of', 'the', 'comedy', 'declines', 'as', 'the', 'movie', 'proceeds', 'there', 'no', 'denying', 'the', 'fun', 'of', 'watching', 'de', 'niro', 'and', 'crystal', 'having', 'fun']"
"claude chabrol has here a thriller without thrills , but that's okay .",1,"['claude', 'chabrol', 'has', 'here', 'thriller', 'without', 'thrills', 'but', 'that', 'okay']"
"for movie lovers as well as opera lovers , tosca is a real treat .",1,"['for', 'movie', 'lovers', 'as', 'well', 'as', 'opera', 'lovers', 'tosca', 'is', 'real', 'treat']"
unflinchingly bleak and desperate,1,"['unflinchingly', 'bleak', 'and', 'desperate']"
moretti's compelling anatomy of grief and the difficult process of adapting to loss .,1,"['moretti', 'compelling', 'anatomy', 'of', 'grief', 'and', 'the', 'difficult', 'process', 'of', 'adapting', 'to', 'loss']"
"challenging , intermittently engrossing and unflaggingly creative . but it's too long and too convoluted and it ends in a muddle .",1,"['challenging', 'intermittently', 'engrossing', 'and', 'unflaggingly', 'creative', 'but', 'it', 'too', 'long', 'and', 'too', 'convoluted', 'and', 'it', 'ends', 'in', 'muddle']"
"the vivid lead performances sustain interest and empathy , but the journey is far more interesting than the final destination .",1,"['the', 'vivid', 'lead', 'performances', 'sustain', 'interest', 'and', 'empathy', 'but', 'the', 'journey', 'is', 'far', 'more', 'interesting', 'than', 'the', 'final', 'destination']"
a painfully funny ode to bad behavior .,1,"['painfully', 'funny', 'ode', 'to', 'bad', 'behavior']"
'easily my choice for one of the year's best films . ',1,"['easily', 'my', 'choice', 'for', 'one', 'of', 'the', 'year', 'best', 'films']"
"charles' entertaining film chronicles seinfeld's return to stand-up comedy after the wrap of his legendary sitcom , alongside wannabe comic adams' attempts to get his shot at the big time .",1,"['charles', 'entertaining', 'film', 'chronicles', 'seinfeld', 'return', 'to', 'stand', 'up', 'comedy', 'after', 'the', 'wrap', 'of', 'his', 'legendary', 'sitcom', 'alongside', 'wannabe', 'comic', 'adams', 'attempts', 'to', 'get', 'his', 'shot', 'at', 'the', 'big', 'time']"
"that dogged good will of the parents and 'vain' jia's defoliation of ego , make the film touching despite some doldrums .",1,"['that', 'dogged', 'good', 'will', 'of', 'the', 'parents', 'and', 'vain', 'jia', 'defoliation', 'of', 'ego', 'make', 'the', 'film', 'touching', 'despite', 'some', 'doldrums']"
"the movie is for fans who can't stop loving anime , and the fanatical excess built into it .",1,"['the', 'movie', 'is', 'for', 'fans', 'who', 'can', 'stop', 'loving', 'anime', 'and', 'the', 'fanatical', 'excess', 'built', 'into', 'it']"
"the volatile dynamics of female friendship is the subject of this unhurried , low-key film that is so off-hollywood that it seems positively french in its rhythms and resonance .",1,"['the', 'volatile', 'dynamics', 'of', 'female', 'friendship', 'is', 'the', 'subject', 'of', 'this', 'unhurried', 'low', 'key', 'film', 'that', 'is', 'so', 'off', 'hollywood', 'that', 'it', 'seems', 'positively', 'french', 'in', 'its', 'rhythms', 'and', 'resonance']"
"a densely constructed , highly referential film , and an audacious return to form that can comfortably sit among jean-luc godard's finest work .",1,"['densely', 'constructed', 'highly', 'referential', 'film', 'and', 'an', 'audacious', 'return', 'to', 'form', 'that', 'can', 'comfortably', 'sit', 'among', 'jean', 'luc', 'godard', 'finest', 'work']"
michael gerbosi's script is economically packed with telling scenes .,1,"['michael', 'gerbosi', 'script', 'is', 'economically', 'packed', 'with', 'telling', 'scenes']"
a strangely compelling and brilliantly acted psychological drama .,1,"['strangely', 'compelling', 'and', 'brilliantly', 'acted', 'psychological', 'drama']"
candid and comfortable ; a film that deftly balances action and reflection as it lets you grasp and feel the passion others have for their work .,1,"['candid', 'and', 'comfortable', 'film', 'that', 'deftly', 'balances', 'action', 'and', 'reflection', 'as', 'it', 'lets', 'you', 'grasp', 'and', 'feel', 'the', 'passion', 'others', 'have', 'for', 'their', 'work']"
"open-minded kids -- kids who read , kids who dream -- will be comforted by the way it deals with big issues like death and destiny .",1,"['open', 'minded', 'kids', 'kids', 'who', 'read', 'kids', 'who', 'dream', 'will', 'be', 'comforted', 'by', 'the', 'way', 'it', 'deals', 'with', 'big', 'issues', 'like', 'death', 'and', 'destiny']"
"bennett's naturalistic performance speaks volumes more truth than any 'reality' show , and anybody contemplating their own drastic life changes should watch some body first .",1,"['bennett', 'naturalistic', 'performance', 'speaks', 'volumes', 'more', 'truth', 'than', 'any', 'reality', 'show', 'and', 'anybody', 'contemplating', 'their', 'own', 'drastic', 'life', 'changes', 'should', 'watch', 'some', 'body', 'first']"
". . . a good , if not entirely fresh , look at war .",1,"['good', 'if', 'not', 'entirely', 'fresh', 'look', 'at', 'war']"
"the film is powerful , accessible and funny . you won't miss its messages , but you'll be entertained as well .",1,"['the', 'film', 'is', 'powerful', 'accessible', 'and', 'funny', 'you', 'won', 'miss', 'its', 'messages', 'but', 'you', 'll', 'be', 'entertained', 'as', 'well']"
"'frailty "" starts out like a typical bible killer story , but it turns out to be significantly different ( and better ) than most films with this theme .",1,"['frailty', 'starts', 'out', 'like', 'typical', 'bible', 'killer', 'story', 'but', 'it', 'turns', 'out', 'to', 'be', 'significantly', 'different', 'and', 'better', 'than', 'most', 'films', 'with', 'this', 'theme']"
if you dig on david mamet's mind tricks . . . rent this movie and enjoy !,1,"['if', 'you', 'dig', 'on', 'david', 'mamet', 'mind', 'tricks', 'rent', 'this', 'movie', 'and', 'enjoy']"
the primitive force of this film seems to bubble up from the vast collective memory of the combatants . it's like watching a nightmare made flesh .,1,"['the', 'primitive', 'force', 'of', 'this', 'film', 'seems', 'to', 'bubble', 'up', 'from', 'the', 'vast', 'collective', 'memory', 'of', 'the', 'combatants', 'it', 'like', 'watching', 'nightmare', 'made', 'flesh']"
"it is the sheer , selfish , wound-licking , bar-scrapping doggedness of leon's struggle to face and transmute his demons that makes the movie a spirited and touching occasion , despite its patchy construction .",1,"['it', 'is', 'the', 'sheer', 'selfish', 'wound', 'licking', 'bar', 'scrapping', 'doggedness', 'of', 'leon', 'struggle', 'to', 'face', 'and', 'transmute', 'his', 'demons', 'that', 'makes', 'the', 'movie', 'spirited', 'and', 'touching', 'occasion', 'despite', 'its', 'patchy', 'construction']"
"a gorgeous , high-spirited musical from india that exquisitely blends music , dance , song , and high drama .",1,"['gorgeous', 'high', 'spirited', 'musical', 'from', 'india', 'that', 'exquisitely', 'blends', 'music', 'dance', 'song', 'and', 'high', 'drama']"
it's hard to imagine alan arkin being better than he is in this performance .,1,"['it', 'hard', 'to', 'imagine', 'alan', 'arkin', 'being', 'better', 'than', 'he', 'is', 'in', 'this', 'performance']"
"for those who pride themselves on sophisticated , discerning taste , this might not seem like the proper cup of tea , however it is almost guaranteed that even the stuffiest cinema goers will laugh their * * * off for an hour-and-a-half .",1,"['for', 'those', 'who', 'pride', 'themselves', 'on', 'sophisticated', 'discerning', 'taste', 'this', 'might', 'not', 'seem', 'like', 'the', 'proper', 'cup', 'of', 'tea', 'however', 'it', 'is', 'almost', 'guaranteed', 'that', 'even', 'the', 'stuffiest', 'cinema', 'goers', 'will', 'laugh', 'their', 'off', 'for', 'an', 'hour', 'and', 'half']"
"despite the 2-d animation , the wild thornberrys movie makes for a surprisingly cinematic experience .",1,"['despite', 'the', 'animation', 'the', 'wild', 'thornberrys', 'movie', 'makes', 'for', 'surprisingly', 'cinematic', 'experience']"
". . . a fun little timewaster , helped especially by the cool presence of jean reno .",1,"['fun', 'little', 'timewaster', 'helped', 'especially', 'by', 'the', 'cool', 'presence', 'of', 'jean', 'reno']"
[majidi] makes us think twice about immigrants we see around us every day .,1,"['majidi', 'makes', 'us', 'think', 'twice', 'about', 'immigrants', 'we', 'see', 'around', 'us', 'every', 'day']"
"though only 60 minutes long , the film is packed with information and impressions .",1,"['though', 'only', 'minutes', 'long', 'the', 'film', 'is', 'packed', 'with', 'information', 'and', 'impressions']"
"i have no way of knowing exactly how much is exaggeration , but i've got a creepy feeling that the film is closer to the mark than i want to believe .",1,"['have', 'no', 'way', 'of', 'knowing', 'exactly', 'how', 'much', 'is', 'exaggeration', 'but', 've', 'got', 'creepy', 'feeling', 'that', 'the', 'film', 'is', 'closer', 'to', 'the', 'mark', 'than', 'want', 'to', 'believe']"
"immersing us in the endlessly inventive , fiercely competitive world of hip-hop djs , the project is sensational and revelatory , even if scratching makes you itch .",1,"['immersing', 'us', 'in', 'the', 'endlessly', 'inventive', 'fiercely', 'competitive', 'world', 'of', 'hip', 'hop', 'djs', 'the', 'project', 'is', 'sensational', 'and', 'revelatory', 'even', 'if', 'scratching', 'makes', 'you', 'itch']"
"further proof that the epicenter of cool , beautiful , thought-provoking foreign cinema is smack-dab in the middle of dubya's axis of evil .",1,"['further', 'proof', 'that', 'the', 'epicenter', 'of', 'cool', 'beautiful', 'thought', 'provoking', 'foreign', 'cinema', 'is', 'smack', 'dab', 'in', 'the', 'middle', 'of', 'dubya', 'axis', 'of', 'evil']"
"there's really only one good idea in this movie , but the director runs with it and presents it with an unforgettable visual panache .",1,"['there', 'really', 'only', 'one', 'good', 'idea', 'in', 'this', 'movie', 'but', 'the', 'director', 'runs', 'with', 'it', 'and', 'presents', 'it', 'with', 'an', 'unforgettable', 'visual', 'panache']"
"a simple , but gritty and well-acted ensemble drama that encompasses a potent metaphor for a country still dealing with its fascist past .",1,"['simple', 'but', 'gritty', 'and', 'well', 'acted', 'ensemble', 'drama', 'that', 'encompasses', 'potent', 'metaphor', 'for', 'country', 'still', 'dealing', 'with', 'its', 'fascist', 'past']"
lovely and poignant . puts a human face on a land most westerners are unfamiliar with .,1,"['lovely', 'and', 'poignant', 'puts', 'human', 'face', 'on', 'land', 'most', 'westerners', 'are', 'unfamiliar', 'with']"
"i can't say that i liked homeboy ; it'd be more accurate to say that i found it intriguing , bizarre , dogma-like in spots - and quite truthful , in its way .",1,"['can', 'say', 'that', 'liked', 'homeboy', 'it', 'be', 'more', 'accurate', 'to', 'say', 'that', 'found', 'it', 'intriguing', 'bizarre', 'dogma', 'like', 'in', 'spots', 'and', 'quite', 'truthful', 'in', 'its', 'way']"
"displaying about equal amounts of naiveté , passion and talent , beneath clouds establishes sen as a filmmaker of considerable potential .",1,"['displaying', 'about', 'equal', 'amounts', 'of', 'naiveté', 'passion', 'and', 'talent', 'beneath', 'clouds', 'establishes', 'sen', 'as', 'filmmaker', 'of', 'considerable', 'potential']"
"the vitality of the actors keeps the intensity of the film high , even as the strafings blend together .",1,"['the', 'vitality', 'of', 'the', 'actors', 'keeps', 'the', 'intensity', 'of', 'the', 'film', 'high', 'even', 'as', 'the', 'strafings', 'blend', 'together']"
not since japanese filmmaker akira kurosawa's ran have the savagery of combat and the specter of death been visualized with such operatic grandeur .,1,"['not', 'since', 'japanese', 'filmmaker', 'akira', 'kurosawa', 'ran', 'have', 'the', 'savagery', 'of', 'combat', 'and', 'the', 'specter', 'of', 'death', 'been', 'visualized', 'with', 'such', 'operatic', 'grandeur']"
we learn a lot about dying coral and see a lot of life on the reef .,1,"['we', 'learn', 'lot', 'about', 'dying', 'coral', 'and', 'see', 'lot', 'of', 'life', 'on', 'the', 'reef']"
"if the first men in black was money , the second is small change . but it still jingles in the pocket . it's fun lite .",1,"['if', 'the', 'first', 'men', 'in', 'black', 'was', 'money', 'the', 'second', 'is', 'small', 'change', 'but', 'it', 'still', 'jingles', 'in', 'the', 'pocket', 'it', 'fun', 'lite']"
"passable entertainment , but it's the kind of motion picture that won't make much of a splash when it's released , and will not be remembered long afterwards .",1,"['passable', 'entertainment', 'but', 'it', 'the', 'kind', 'of', 'motion', 'picture', 'that', 'won', 'make', 'much', 'of', 'splash', 'when', 'it', 'released', 'and', 'will', 'not', 'be', 'remembered', 'long', 'afterwards']"
i just loved every minute of this film .,1,"['just', 'loved', 'every', 'minute', 'of', 'this', 'film']"
"this is a winning ensemble comedy that shows canadians can put gentle laughs and equally gentle sentiments on the button , just as easily as their counterparts anywhere else in the world .",1,"['this', 'is', 'winning', 'ensemble', 'comedy', 'that', 'shows', 'canadians', 'can', 'put', 'gentle', 'laughs', 'and', 'equally', 'gentle', 'sentiments', 'on', 'the', 'button', 'just', 'as', 'easily', 'as', 'their', 'counterparts', 'anywhere', 'else', 'in', 'the', 'world']"
"just as moving , uplifting and funny as ever .",1,"['just', 'as', 'moving', 'uplifting', 'and', 'funny', 'as', 'ever']"
my wife is an actress is an utterly charming french comedy that feels so american in sensibility and style it's virtually its own hollywood remake .,1,"['my', 'wife', 'is', 'an', 'actress', 'is', 'an', 'utterly', 'charming', 'french', 'comedy', 'that', 'feels', 'so', 'american', 'in', 'sensibility', 'and', 'style', 'it', 'virtually', 'its', 'own', 'hollywood', 'remake']"
"it will grip even viewers who aren't interested in rap , as it cuts to the heart of american society in an unnerving way .",1,"['it', 'will', 'grip', 'even', 'viewers', 'who', 'aren', 'interested', 'in', 'rap', 'as', 'it', 'cuts', 'to', 'the', 'heart', 'of', 'american', 'society', 'in', 'an', 'unnerving', 'way']"
"a muckraking job , the cinematic equivalent of a legal indictment , and a fairly effective one at that .",1,"['muckraking', 'job', 'the', 'cinematic', 'equivalent', 'of', 'legal', 'indictment', 'and', 'fairly', 'effective', 'one', 'at', 'that']"
"a tender , witty , captivating film about friendship , love , memory , trust and loyalty .",1,"['tender', 'witty', 'captivating', 'film', 'about', 'friendship', 'love', 'memory', 'trust', 'and', 'loyalty']"
"belongs to daniel day-lewis as much as it belongs to martin scorsese ; it's a memorable performance in a big , brassy , disturbing , unusual and highly successful film .",1,"['belongs', 'to', 'daniel', 'day', 'lewis', 'as', 'much', 'as', 'it', 'belongs', 'to', 'martin', 'scorsese', 'it', 'memorable', 'performance', 'in', 'big', 'brassy', 'disturbing', 'unusual', 'and', 'highly', 'successful', 'film']"
"an exhilarating futuristic thriller-noir , minority report twists the best of technology around a gripping story , delivering a riveting , pulse intensifying escapist adventure of the first order",1,"['an', 'exhilarating', 'futuristic', 'thriller', 'noir', 'minority', 'report', 'twists', 'the', 'best', 'of', 'technology', 'around', 'gripping', 'story', 'delivering', 'riveting', 'pulse', 'intensifying', 'escapist', 'adventure', 'of', 'the', 'first', 'order']"
"a psychological thriller with a genuinely spooky premise and an above-average cast , actor bill paxton's directing debut is a creepy slice of gothic rural americana .",1,"['psychological', 'thriller', 'with', 'genuinely', 'spooky', 'premise', 'and', 'an', 'above', 'average', 'cast', 'actor', 'bill', 'paxton', 'directing', 'debut', 'is', 'creepy', 'slice', 'of', 'gothic', 'rural', 'americana']"
"while locals will get a kick out of spotting cleveland sites , the rest of the world will enjoy a fast-paced comedy with quirks that might make the award-winning coen brothers envious .",1,"['while', 'locals', 'will', 'get', 'kick', 'out', 'of', 'spotting', 'cleveland', 'sites', 'the', 'rest', 'of', 'the', 'world', 'will', 'enjoy', 'fast', 'paced', 'comedy', 'with', 'quirks', 'that', 'might', 'make', 'the', 'award', 'winning', 'coen', 'brothers', 'envious']"
